Metric,Unit,Value
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,27.10
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.18
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.33
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.17
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.84
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.30
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.89
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.98
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.89
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.22
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.88
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.65
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.05
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.88
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.68
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.06
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.20
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.64
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.09
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.15
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.15
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,28.24
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.79
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.64
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.06
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.11
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,98.64
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.06
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.13
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.94
sm__warps_active.avg.pct_of_peak_sustained_active,%,26.83
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.60
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
