Metric,Unit,Value
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,74.51
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,25
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,42.18
sm__warps_active.avg.pct_of_peak_sustained_active,%,92.57
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.47
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,75.00
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,31.73
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.42
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.93
sm__warps_active.avg.pct_of_peak_sustained_active,%,15.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.48
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100.00
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.96
sm__warps_active.avg.pct_of_peak_sustained_active,%,7.42
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.99
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.76
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.69
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.97
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.31
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.56
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.99
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.12
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.97
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.91
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.19
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.95
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.33
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.94
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.57
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.52
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.99
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.21
sm__warps_active.avg.pct_of_peak_sustained_active,%,8.41
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.97
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.81
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,83.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.95
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.87
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.76
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.47
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.98
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.22
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.95
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.92
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.15
sm__warps_active.avg.pct_of_peak_sustained_active,%,8.20
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.42
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.17
sm__warps_active.avg.pct_of_peak_sustained_active,%,74.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.27
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.17
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.03
sm__warps_active.avg.pct_of_peak_sustained_active,%,4.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.01
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.76
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.20
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,123.83
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,128.67
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.64
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,131.16
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,119.83
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.24
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.05
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.21
sm__warps_active.avg.pct_of_peak_sustained_active,%,37.12
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.34
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.28
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.28
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.28
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.14
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.28
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.28
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.38
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.23
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.09
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.03
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,17.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,34.11
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.42
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.31
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.46
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.27
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.81
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.72
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.31
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.46
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.27
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.62
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80.01
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.37
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.75
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.99
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.62
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.96
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.80
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.64
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.69
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.13
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.49
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80.11
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,36.09
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,22.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.47
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.05
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,77.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.70
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.75
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.97
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.71
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.91
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.49
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.78
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.97
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.66
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.95
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.04
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,77.98
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.04
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.85
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.82
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,20.91
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.30
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.26
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.41
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.65
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.34
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.87
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.58
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.60
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.65
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80.03
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.75
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.70
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.26
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.76
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
